User;Follower Count;First Tweet Date;Last Tweet Date;Time Between T1 Tn;Avg Tweets Per Day;Tweet Total;Retweet Total;Favorite Total;Avg Favorites;Average Retweets;Avg Inter Per Tweet;Avg Int Per Tweet Per Follower
CaesarstoneUSA;127413;2017-10-03 16:16:08;2017-08-16 18:32:40;47;4.25531914893617;200;350;920;4.6;1.75;27.02127659574468;0.0002120762920247124
NewYorkFed;127302;2017-10-03 12:55:25;2017-07-13 15:01:43;81;2.4691358024691357;200;1007;1228;6.14;5.035;27.59259259259259;0.00021674908950835488
ABOVEMILLIONS_;126426;2017-10-03 06:47:10;2017-09-19 05:42:29;14;14.285714285714286;200;2292;2772;13.86;11.46;361.7142857142857;0.0028610751405113324
BaseballDoucher;126380;2017-10-03 02:00:00;2017-07-10 23:00:20;84;2.380952380952381;200;20683;62228;311.14;103.415;987.0357142857143;0.007810062622928583
grizzlygriptape;126359;2017-10-03 01:00:28;2017-08-28 23:39:58;35;5.714285714285714;200;1473;6162;30.81;7.365;218.14285714285714;0.0017263737220368721
NikePortland;126020;2017-10-02 19:43:19;2017-04-29 17:00:01;156;1.2820512820512822;200;15067;1617;8.085;75.335;106.94871794871794;0.0008486646401263128
SquidGrip;125940;2017-04-20 23:16:48;2016-09-24 00:25:22;208;0.9567307692307693;199;3651922;1402;7.045226130653266;18351.366834170854;17564.05769230769;0.1394636945554049
SearsDeals;125816;2017-10-03 16:30:07;2017-08-26 16:30:05;38;5.2631578947368425;200;237;483;2.415;1.185;18.94736842105263;0.00015059585760994332
Cummins;125636;2017-09-29 19:00:35;2017-06-14 21:31:37;106;1.8867924528301887;200;2022;3231;16.155;10.11;49.55660377358491;0.0003944458895028886
tweematic;125573;2017-10-02 18:40:37;2017-01-25 21:22:00;249;0.8032128514056225;200;89;98;0.49;0.445;0.751004016064257;5.980616980276469e-06
TravisGafford;125520;2017-10-03 16:23:08;2017-09-11 09:16:22;22;9.090909090909092;200;1740;11049;55.245;8.7;581.3181818181819;0.004631279332522163
Dabizdiverxo;124929;2017-10-03 15:51:15;2017-06-17 20:44:07;107;1.8691588785046729;200;2771;16205;81.025;13.855;177.34579439252337;0.0014195726724181206
marleylilly;124497;2017-10-03 11:45:01;2017-09-08 00:45:00;25;8.0;200;355;2351;11.755;1.775;108.24000000000001;0.0008694185402057881
