User "Follower Count" "First Tweet Date" "Last Tweet Date" "Time Between T1 Tn" "Avg Tweets Per Day" "Tweet Total" "Retweet Total" "Favorite Total" "Avg Favorites" "Average Retweets" "Avg Inter Per Tweet" "Avg Int Per Tweet Per Follower"
WayneRooney 16368460 "2017-09-18 10:34:05" "2016-08-26 13:28:47" 387 0.5167958656330749 200 968321 2199670 10998.35 4841.605 8186.023255813953 0.0005001095555607525
ParisHilton 16274744 "2017-09-21 11:06:20" "2017-07-28 13:06:14" 54 3.7037037037037037 200 483849 1456751 7283.755 2419.245 35937.03703703704 0.0022081476081612737
3gerardpique 16246062 "2017-09-19 22:06:32" "2016-08-24 18:24:50" 391 0.5115089514066496 200 1483930 2251665 11258.325 7419.65 9553.951406649616 0.0005880779850926099
ivetesangalo 15978945 "2017-09-20 20:16:55" "2017-08-12 15:42:58" 39 5.128205128205129 200 18572 109913 549.565 92.86 3294.4871794871797 0.0002061767644539223
FoxNews 15966807 "2017-09-21 14:30:02" "2017-09-20 15:39:28" 1 200.0 200 40888 111942 559.71 204.44 152830.0 0.00957173215659211
radityadika 15949356 "2017-09-21 11:12:55" "2017-07-13 13:39:28" 69 2.898550724637681 200 35500 138706 693.53 177.5 2524.7246376811595 0.00015829633733682787
10Ronaldinho 15922026 "2017-09-21 13:47:47" "2017-06-09 16:46:12" 103 1.941747572815534 200 209689 755333 3776.665 1048.445 9369.14563106796 0.0005884392872532654
AlArabiya_Brk 16760722 "2017-09-21 14:30:28" "2017-09-16 16:30:53" 4 50.0 200 21777 19835 99.175 108.885 10403.0 0.0006206773192706138
DaniloGentili 15761495 "2017-09-21 14:29:48" "2017-09-12 13:35:09" 9 22.22222222222222 200 60817 99502 497.51 304.085 17813.222222222223 0.0011301733891500916
premierleague 15791539 "2017-09-21 14:26:15" "2017-09-15 22:12:04" 5 40.0 200 199440 263111 1315.555 997.2 92510.2 0.005858213059537769
MTV 15679782 "2017-09-21 14:07:21" "2017-09-20 01:01:59" 1 200.0 200 13524 19454 97.27 67.62 32978.0 0.0021032180166790583
TwitterLatAm 15662225 "2017-09-21 14:10:34" "2017-06-14 14:22:12" 98 2.0408163265306123 200 38335 9690 48.45 191.675 490.05102040816325 3.1288723052322594e-05
TwitterSports 15520329 "2017-09-21 14:30:05" "2017-07-28 11:00:06" 55 3.6363636363636362 200 148796 22458 112.29 743.98 3113.709090909091 0.00020062133289243362
POTUS44 15330151 "2017-01-20 14:13:35" "2015-10-21 18:05:18" 456 0.43859649122807015 200 6118904 16232817 81164.085 30594.52 49016.932017543855 0.0031974200396032533
Beyonce 15145220 "2017-06-30 15:58:41" "2012-04-05 13:58:29" 1912 0.005230125523012552 10 318374 442754 44275.4 31837.4 398.07949790794976 2.6284167407799277e-05
CNNEE 16098112 "2017-09-21 14:33:35" "2017-09-19 23:27:30" 1 200.0 200 50499 58705 293.525 252.495 109204.0 0.0067836526419992604
andresiniesta8 18514229 "2017-09-19 22:31:01" "2017-01-31 11:27:31" 231 0.8658008658008658 200 432032 2144013 10720.065 2160.16 11151.709956709956 0.0006023318581999799
WSJ 14818267 "2017-09-21 14:30:20" "2017-09-20 09:50:03" 1 200.0 200 11507 13536 67.68 57.535 25043.0 0.001690008689950046
DalaiLama 14896169 "2017-09-21 09:30:04" "2015-02-06 10:30:08" 957 0.2089864158829676 200 2349478 4263578 21317.89 11747.39 6910.194357366771 0.00046389070621894607
SHAQ 14695732 "2017-09-21 00:30:14" "2017-04-28 18:00:21" 145 1.3793103448275863 200 317665 457592 2287.96 1588.325 5346.6 0.0003638199172385561
TIME 14702442 "2017-09-21 14:30:13" "2017-09-20 14:15:12" 1 200.0 200 13679 21950 109.75 68.395 35629.0 0.002423338925601611
maroon5 14593525 "2017-09-20 23:56:51" "2017-08-26 16:52:12" 25 8.0 200 75875 168775 843.875 379.375 9786.0 0.0006705713664107883
tyrabanks 14513055 "2017-09-21 04:31:03" "2017-08-02 01:45:47" 50 4.0 200 369047 295337 1476.685 1845.235 13287.68 0.0009155673977670449
GarethBale11 14595905 "2017-09-20 08:26:39" "2016-10-09 19:16:55" 345 0.5797101449275363 200 725989 2477659 12388.295 3629.945 9285.936231884058 0.0006362014710210883
ZacEfron 14396027 "2017-09-18 02:37:46" "2016-11-06 03:16:23" 315 0.6349206349206349 200 424110 2483735 12418.675 2120.55 9231.253968253968 0.0006412362222058883
FALCAO 14449761 "2017-09-20 13:57:36" "2017-03-02 16:13:39" 201 0.9950248756218906 200 282754 1036360 5181.8 1413.77 6562.756218905472 0.00045417749254852535
funnyordie 14313926 "2017-09-21 13:04:17" "2017-09-13 15:09:53" 7 28.571428571428573 200 24544 22921 114.605 122.72 6780.714285714286 0.00047371449913282256
UberFacts 14215834 "2017-09-21 14:17:07" "2017-09-18 07:17:01" 3 66.66666666666667 200 66152 199184 995.92 330.76 88445.33333333334 0.006221607070913556
